X;Y
175.40;59.61
173.77;58.52
172.14;57.44
171.84;57.24
170.16;56.24
168.48;55.24
168.17;55.06
166.44;54.14
164.71;53.22
164.38;53.05
162.61;52.22
160.84;51.39
160.50;51.23
158.69;50.48
156.88;49.74
156.53;49.60
154.69;48.94
152.84;48.29
152.48;48.16
150.61;47.60
148.73;47.04
148.36;46.93
146.46;46.46
144.56;45.99
144.18;45.90
142.26;45.52
140.34;45.14
139.95;45.07
138.01;44.79
136.08;44.51
135.68;44.45
133.73;44.26
131.78;44.08
131.38;44.04
129.43;43.95
127.47;43.86
127.06;43.84
125.10;43.85
123.15;43.85
122.73;43.86
120.78;43.96
118.82;44.06
118.41;44.08
116.46;44.28
114.51;44.48
114.09;44.52
112.16;44.82
110.22;45.11
109.80;45.18
107.88;45.56
105.96;45.95
105.54;46.04
103.64;46.52
101.75;47.00
101.32;47.11
99.45;47.69
97.58;48.26
97.16;48.39
95.32;49.05
93.48;49.72
93.06;49.87
91.25;50.63
89.45;51.38
89.03;51.55
87.27;52.40
85.50;53.24
85.09;53.44
83.37;54.36
81.65;55.30
81.24;55.51
79.57;56.52
77.89;57.54
77.50;57.78
75.87;58.87
74.25;59.96
73.86;60.22
72.29;61.40
70.72;62.57
70.35;62.85
68.84;64.10
67.33;65.35
66.96;65.65
65.52;66.97
64.07;68.29
63.72;68.61
62.34;70.00
60.96;71.39
60.62;71.74
59.31;73.19
58.00;74.65
57.67;75.01
56.43;76.53
55.20;78.05
54.89;78.43
53.73;80.01
52.57;81.58
52.27;81.98
51.19;83.62
50.11;85.25
49.83;85.67
48.83;87.35
47.83;89.03
47.57;89.47
46.65;91.20
45.74;92.93
45.50;93.38
44.67;95.15
43.84;96.93
43.62;97.39
42.88;99.21
42.13;101.02
41.94;101.50
41.28;103.35
40.63;105.19
40.46;105.69
39.90;107.56
39.34;109.44
39.18;109.95
38.72;111.85
38.25;113.75
38.12;114.27
37.74;116.19
37.37;118.11
37.27;118.64
36.99;120.58
36.71;122.51
36.63;123.05
36.45;125.00
36.26;126.95
36.21;127.49
36.12;129.45
36.03;131.41
36.01;131.96
36.02;133.92
36.03;135.87
36.03;136.43
36.13;138.39
36.23;140.34
36.26;140.90
36.46;142.85
36.67;144.80
36.72;145.36
37.02;147.29
37.31;149.23
37.40;149.79
37.79;151.71
38.18;153.63
38.29;154.19
38.78;156.09
39.26;157.99
39.40;158.55
39.98;160.42
40.56;162.29
40.73;162.85
41.39;164.69
42.06;166.53
42.26;167.08
43.02;168.89
43.78;170.70
44.00;171.24
44.85;173.01
45.69;174.77
45.95;175.31
46.88;177.04
47.81;178.76
48.10;179.29
49.11;180.96
50.13;182.64
50.44;183.16
51.53;184.78
52.63;186.40
52.97;186.91
54.14;188.48
55.32;190.04
55.68;190.54
56.93;192.05
58.18;193.55
58.58;194.03
59.90;195.48
61.22;196.92
61.64;197.38
63.03;198.76
64.42;200.14
64.87;200.58
66.32;201.89
67.78;203.20
68.25;203.62
69.77;204.85
71.29;206.09
71.78;206.49
73.36;207.65
74.94;208.81
75.46;209.19
77.09;210.27
78.72;211.35
79.26;211.71
80.94;212.71
82.63;213.71
83.19;214.04
84.92;214.96
86.65;215.87
87.23;216.18
89.00;217.01
90.78;217.84
91.37;218.12
93.19;218.86
95.00;219.60
95.62;219.85
97.46;220.50
99.31;221.15
99.94;221.37
101.81;221.94
103.69;222.49
104.34;222.69
106.24;223.16
108.14;223.62
108.80;223.78
110.72;224.16
112.64;224.53
113.31;224.66
115.25;224.94
117.19;225.22
117.87;225.32
119.82;225.50
121.77;225.68
122.46;225.74
124.41;225.83
126.37;225.92
127.06;225.95
129.02;225.94
130.98;225.93
131.68;225.93
133.63;225.82
135.59;225.72
136.29;225.68
138.24;225.48
140.19;225.28
140.89;225.20
142.83;224.91
144.76;224.61
145.47;224.50
147.39;224.11
149.31;223.72
150.01;223.58
151.91;223.09
153.81;222.61
154.51;222.43
156.38;221.85
158.25;221.27
158.94;221.06
160.78;220.39
162.62;219.72
163.31;219.47
165.12;218.72
166.92;217.96
167.60;217.67
169.37;216.83
171.13;215.98
171.80;215.66
173.52;214.73
175.25;213.80
175.90;213.44
177.58;212.43
179.25;211.41
179.89;211.03
181.52;209.93
183.14;208.83
183.76;208.41
185.33;207.24
186.90;206.06
187.50;205.61
189.01;204.36
190.52;203.11
191.11;202.62
192.55;201.30
194.00;199.98
194.56;199.46
195.94;198.07
197.32;196.67
197.86;196.13
199.17;194.67
200.48;193.21
200.99;192.63
202.23;191.11
203.47;189.59
203.96;188.99
205.12;187.41
206.28;185.83
206.74;185.20
207.82;183.56
208.90;181.93
209.34;181.27
210.33;179.58
211.33;177.90
211.73;177.22
212.65;175.48
213.57;173.75
213.94;173.05
214.77;171.27
215.60;169.50
215.94;168.77
216.67;166.96
217.42;165.14
217.72;164.40
218.37;162.55
219.02;160.70
219.29;159.94
219.85;158.06
220.41;156.18
220.64;155.40
221.11;153.50
221.57;151.59
221.77;150.80
222.14;148.87
222.51;146.95
222.67;146.14
222.95;144.20
223.23;142.26
223.34;141.44
223.52;139.49
223.70;137.54
223.78;136.71
223.87;134.75
223.95;132.80
223.99;131.96
223.98;130.00
223.97;128.04
223.97;127.20
223.86;125.24
223.75;123.29
223.71;122.44
223.50;120.49
223.30;118.54
223.22;117.69
222.92;115.76
222.62;113.82
222.49;112.98
222.10;111.06
221.70;109.14
221.53;108.30
221.04;106.40
220.56;104.50
220.34;103.66
219.77;101.79
219.19;99.92
218.93;99.09
218.26;97.25
217.59;95.41
217.29;94.58
216.53;92.78
215.77;90.97
215.43;90.16
214.58;88.40
213.74;86.63
213.36;85.83
212.42;84.11
211.49;82.39
211.07;81.61
210.05;79.93
209.03;78.26
208.57;77.50
207.47;75.88
206.38;74.25
205.87;73.51
204.70;71.94
203.52;70.37
202.98;69.65
201.73;68.14
200.48;66.64
199.90;65.94
198.58;64.50
197.26;63.05
196.64;62.38
195.25;61.00
193.86;59.63
193.20;58.98
191.74;57.68
190.29;56.37
189.60;55.75
188.08;54.52
186.56;53.29
185.84;52.70
184.26;51.55
182.68;50.39
181.93;49.84
180.30;48.76
178.66;47.68
177.88;47.17
176.20;46.17
174.51;45.17
173.71;44.69
171.97;43.78
170.24;42.87
169.41;42.43
167.63;41.60
165.86;40.77
165.00;40.37
163.19;39.63
161.37;38.90
160.49;38.54
158.64;37.88
156.80;37.24
155.89;36.92
154.02;36.36
152.14;35.81
151.22;35.53
149.31;35.07
147.41;34.60
146.47;34.37
144.55;34.00
142.63;33.63
141.68;33.45
139.74;33.17
137.80;32.89
136.83;32.76
134.88;32.58
132.93;32.39
131.96;32.30
130.00;32.22
128.05;32.14
127.06;32.09
125.10;32.11
123.15;32.11
122.16;32.12
120.20;32.23
118.25;32.34
117.26;32.39
115.31;32.59
113.36;32.80
112.37;32.90
110.43;33.20
108.50;33.50
107.51;33.65
105.59;34.05
103.67;34.44
102.69;34.64
100.79;35.13
98.89;35.62
97.91;35.86
96.04;36.45
94.17;37.03
93.20;37.33
91.36;38.00
89.52;38.67
88.56;39.02
86.76;39.77
84.96;40.54
84.01;40.93
82.25;41.78
80.48;42.63
79.55;43.08
77.83;44.01
76.11;44.94
75.20;45.43
73.53;46.45
71.86;47.47
70.97;48.01
69.35;49.11
67.73;50.20
66.86;50.79
65.30;51.96
63.73;53.14
62.89;53.77
61.39;55.02
59.88;56.27
59.07;56.94
57.63;58.27
56.19;59.59
55.41;60.30
54.03;61.70
52.66;63.09
51.91;63.85
50.61;65.30
49.30;66.76
48.59;67.56
47.36;69.08
46.12;70.60
45.45;71.43
44.29;73.01
43.14;74.59
42.50;75.46
41.42;77.09
40.35;78.73
39.75;79.63
38.76;81.31
37.76;83.00
37.21;83.93
36.29;85.66
35.38;87.39
34.88;88.36
34.05;90.13
33.23;91.91
32.77;92.90
32.03;94.71
31.29;96.53
30.88;97.54
30.23;99.39
29.58;101.24
29.21;102.28
28.66;104.15
28.10;106.03
27.79;107.09
27.32;108.99
26.86;110.90
26.59;111.97
26.23;113.90
25.86;115.82
25.65;116.92
25.37;118.85
25.10;120.79
24.94;121.90
24.76;123.85
24.58;125.80
24.48;126.92
24.39;128.87
24.31;130.83
24.26;131.96
24.27;133.92
24.29;135.87
24.29;137.01
24.40;138.96
24.51;140.92
24.57;142.05
24.78;144.00
24.98;145.95
25.10;147.08
25.40;149.02
25.70;150.95
25.88;152.09
26.27;154.00
26.66;155.92
26.90;157.05
27.38;158.95
27.87;160.84
28.16;161.96
28.74;163.83
29.32;165.70
29.67;166.81
30.34;168.65
31.01;170.49
31.41;171.58
32.17;173.38
32.93;175.19
33.38;176.27
34.23;178.03
35.08;179.79
35.59;180.85
36.52;182.57
37.46;184.29
38.02;185.33
39.04;187.00
40.05;188.68
40.67;189.68
41.77;191.30
42.87;192.93
43.53;193.91
44.71;195.47
45.89;197.04
46.60;197.99
47.85;199.50
49.11;201.00
49.87;201.92
51.19;203.36
52.52;204.80
53.33;205.69
54.73;207.06
56.12;208.44
56.98;209.29
58.44;210.59
59.90;211.90
60.80;212.70
62.32;213.94
63.84;215.17
64.78;215.93
66.36;217.09
67.95;218.24
68.93;218.96
70.56;220.04
72.20;221.12
73.22;221.79
74.91;222.78
76.59;223.78
77.65;224.40
79.38;225.31
81.12;226.23
82.21;226.80
83.98;227.63
85.76;228.45
86.88;228.97
88.69;229.71
90.51;230.44
91.66;230.91
93.51;231.56
95.35;232.20
96.53;232.62
98.41;233.17
100.28;233.73
101.48;234.08
103.38;234.55
105.29;235.01
106.50;235.31
108.43;235.67
110.35;236.04
111.59;236.28
113.53;236.55
115.47;236.83
116.72;237.01
118.67;237.18
120.62;237.36
121.88;237.48
123.83;237.56
125.79;237.64
127.06;237.70
129.02;237.69
130.98;237.67
132.26;237.66
134.21;237.55
136.17;237.45
137.44;237.37
139.39;237.16
141.34;236.96
142.62;236.83
144.55;236.52
146.49;236.22
147.76;236.03
149.68;235.63
151.60;235.23
152.87;234.97
154.76;234.49
156.66;234.00
157.92;233.67
159.79;233.09
161.66;232.51
162.90;232.12
164.74;231.45
166.58;230.78
167.81;230.33
169.61;229.57
171.42;228.80
172.63;228.29
174.39;227.44
176.15;226.59
177.34;226.02
179.06;225.08
180.78;224.15
181.94;223.52
183.62;222.50
185.29;221.48
186.42;220.79
188.04;219.69
189.66;218.60
190.76;217.85
192.33;216.67
193.89;215.49
194.96;214.69
196.46;213.44
197.97;212.19
199.00;211.33
200.44;210.00
201.88;208.68
202.87;207.76
204.25;206.37
205.62;204.98
206.57;204.02
207.87;202.56
209.18;201.10
210.08;200.09
211.31;198.56
212.54;197.04
213.39;195.99
214.55;194.41
215.70;192.82
216.51;191.72
217.58;190.09
218.66;188.45
219.41;187.31
220.41;185.62
221.40;183.94
222.10;182.75
223.01;181.02
223.92;179.29
224.56;178.07
225.38;176.29
226.21;174.52
226.79;173.27
227.53;171.45
228.26;169.64
228.78;168.35
229.43;166.51
230.07;164.66
230.53;163.35
231.09;161.47
231.64;159.59
232.04;158.25
232.50;156.35
232.96;154.45
233.29;153.09
233.66;151.17
234.03;149.24
234.29;147.86
234.56;145.93
234.84;143.99
235.03;142.59
235.21;140.64
235.39;138.69
235.52;137.29
235.60;135.33
235.68;133.37
235.74;131.96
235.72;130.00
235.71;128.04
235.70;126.62
235.59;124.67
235.48;122.71
235.40;121.29
235.19;119.34
234.99;117.39
234.84;115.97
234.53;114.04
234.23;112.10
234.01;110.69
233.61;108.77
233.22;106.85
232.93;105.44
232.44;103.54
231.95;101.65
231.59;100.25
231.00;98.38
230.42;96.51
229.99;95.13
229.32;93.29
228.64;91.45
228.15;90.09
227.38;88.28
226.62;86.48
226.05;85.14
225.20;83.38
224.35;81.61
223.72;80.30
222.78;78.58
221.85;76.86
221.14;75.57
220.12;73.90
219.10;72.22
218.34;70.97
217.24;69.35
216.14;67.73
215.31;66.51
214.13;64.94
212.96;63.38
212.06;62.20
210.81;60.70
209.56;59.19
208.61;58.05
207.28;56.61
205.96;55.17
204.95;54.07
203.55;52.70
202.16;51.33
201.09;50.28
199.63;48.97
198.17;47.67
197.05;46.67
195.53;45.44
194.01;44.21
192.84;43.27
191.26;42.11
189.68;40.96
188.46;40.07
186.82;38.99
185.19;37.92
183.93;37.09
182.24;36.10
180.55;35.10
179.24;34.33
177.51;33.42
175.78;32.51
174.43;31.81
172.65;30.98
170.88;30.16
169.49;29.52
167.68;28.78
165.87;28.05
164.45;27.47
162.60;26.83
160.75;26.18
159.30;25.68
157.42;25.12
155.55;24.57
154.07;24.13
152.17;23.67
150.27;23.21
148.77;22.85
146.84;22.48
144.92;22.12
143.40;21.83
141.46;21.55
139.52;21.28
137.98;21.06
136.04;20.89
134.08;20.71
132.53;20.57
130.58;20.49
128.62;20.41
127.06;20.34
125.10;20.36
123.15;20.37
121.58;20.39
119.63;20.50
117.67;20.61
116.10;20.70
114.16;20.91
112.21;21.11
110.64;21.28
108.71;21.58
106.78;21.89
105.22;22.13
103.30;22.53
101.38;22.92
99.83;23.24
97.94;23.73
96.04;24.23
94.50;24.62
92.63;25.21
90.76;25.79
89.24;26.26
87.41;26.94
85.57;27.61
84.07;28.16
82.27;28.93
80.46;29.69
78.99;30.31
77.23;31.16
75.46;32.02
74.02;32.71
72.30;33.65
70.58;34.59
69.16;35.36
67.49;36.38
65.82;37.40
64.44;38.24
62.82;39.34
61.20;40.44
59.86;41.35
58.30;42.53
56.74;43.71
55.44;44.69
53.94;45.94
52.43;47.19
51.18;48.24
49.74;49.56
48.30;50.89
47.10;52.00
45.73;53.39
44.35;54.79
43.21;55.95
41.90;57.42
40.60;58.88
39.51;60.10
38.28;61.63
37.05;63.15
36.01;64.43
34.86;66.01
33.71;67.60
32.73;68.93
31.66;70.56
30.58;72.20
29.67;73.59
28.68;75.27
27.69;76.96
26.85;78.39
25.94;80.13
25.03;81.86
24.26;83.33
23.43;85.11
22.61;86.89
21.91;88.40
21.17;90.22
20.44;92.03
19.81;93.58
19.17;95.43
18.52;97.28
17.97;98.86
17.42;100.74
16.86;102.62
16.39;104.24
15.93;106.14
15.47;108.04
15.07;109.68
14.71;111.61
14.34;113.53
14.02;115.19
13.75;117.13
13.48;119.07
13.25;120.75
13.07;122.70
12.90;124.65
12.74;126.34
12.66;128.30
12.58;130.26
12.51;131.96
12.53;133.92
12.54;135.87
12.56;137.58
12.67;139.54
12.78;141.49
12.88;143.20
13.09;145.15
13.30;147.10
13.48;148.81
13.78;150.74
14.08;152.68
14.35;154.38
14.75;156.30
15.15;158.21
15.50;159.90
15.99;161.80
16.48;163.69
16.92;165.37
17.50;167.24
18.08;169.11
18.60;170.77
19.28;172.60
19.95;174.44
20.55;176.08
21.32;177.88
22.08;179.68
22.76;181.29
23.61;183.05
24.47;184.81
25.23;186.39
26.17;188.11
27.10;189.83
27.94;191.37
28.96;193.04
29.98;194.71
30.90;196.21
32.00;197.83
33.10;199.45
34.10;200.91
35.28;202.47
36.45;204.03
37.52;205.44
38.78;206.95
40.03;208.45
41.17;209.81
42.49;211.25
43.82;212.69
45.02;214.00
46.42;215.37
47.82;216.74
49.09;217.99
50.55;219.29
52.01;220.60
53.34;221.78
54.87;223.01
56.39;224.24
57.78;225.37
59.37;226.52
60.95;227.67
62.40;228.73
64.04;229.80
65.68;230.88
67.18;231.87
68.87;232.86
70.56;233.85
72.11;234.76
73.85;235.67
75.58;236.58
77.18;237.42
78.96;238.24
80.74;239.07
82.38;239.83
84.20;240.56
86.01;241.29
87.70;241.97
89.55;242.62
91.40;243.26
93.12;243.86
95.00;244.41
96.88;244.97
98.63;245.48
100.53;245.94
102.43;246.40
104.21;246.83
106.14;247.19
108.06;247.56
109.86;247.90
111.80;248.17
113.74;248.45
115.56;248.70
117.52;248.87
119.47;249.05
121.30;249.21
123.26;249.29
125.22;249.37
127.06;249.45
129.02;249.43
130.98;249.41
132.83;249.40
134.79;249.28
136.74;249.17
138.60;249.06
140.54;248.86
142.49;248.64
144.34;248.45
146.28;248.14
148.21;247.84
150.06;247.55
151.97;247.15
153.89;246.75
155.72;246.37
157.62;245.88
159.51;245.38
161.33;244.92
163.20;244.33
165.06;243.74
166.86;243.18
168.70;242.51
170.54;241.83
172.31;241.18
174.11;240.42
175.91;239.65
177.65;238.91
179.41;238.06
181.17;237.21
182.88;236.38
184.60;235.45
186.32;234.51
187.98;233.60
189.65;232.58
191.32;231.56
192.95;230.56
194.57;229.46
196.18;228.36
197.76;227.29
199.32;226.10
200.89;224.93
202.41;223.77
203.92;222.52
205.42;221.26
206.89;220.03
208.33;218.70
209.77;217.38
211.18;216.07
212.55;214.68
213.92;213.28
215.27;211.91
216.58;210.44
217.88;208.98
219.16;207.54
220.39;206.02
221.62;204.49
222.83;202.99
223.98;201.40
225.14;199.82
226.28;198.25
227.35;196.61
228.42;194.98
229.49;193.35
230.48;191.66
231.47;189.97
232.46;188.29
233.37;186.56
234.28;184.82
235.18;183.09
236.00;181.32
236.82;179.54
237.64;177.76
238.38;175.95
239.11;174.13
239.84;172.32
239.85;172.31
240.49;170.46
241.13;168.61
241.77;166.76
241.77;166.76
242.33;164.88
242.88;163.00
243.43;161.12
243.43;161.11
243.89;159.20
244.35;157.30
244.81;155.40
244.81;155.38
245.18;153.46
245.54;151.53
245.91;149.61
245.91;149.59
246.18;147.65
246.45;145.71
246.72;143.77
246.73;143.74
246.90;141.79
247.07;139.84
247.25;137.89
247.25;137.86
247.33;135.91
247.41;133.95
247.49;131.99
247.49;131.96
247.47;130.00
247.45;128.04
247.44;126.08
247.43;126.04
247.32;124.09
247.21;122.14
247.09;120.18
247.09;120.14
246.88;118.19
246.67;116.24
246.46;114.30
246.46;114.25
246.15;112.31
245.85;110.38
245.54;108.45
245.53;108.39
245.14;106.48
244.74;104.56
244.34;102.64
244.32;102.59
243.83;100.69
243.34;98.80
242.85;96.90
242.83;96.84
242.24;94.97
241.66;93.10
241.07;91.24
241.06;91.17
240.38;89.33
239.70;87.50
239.02;85.66
239.00;85.59
238.24;83.79
237.47;81.99
236.70;80.19
236.67;80.12
235.82;78.35
234.97;76.59
234.11;74.83
234.08;74.76
233.14;73.04
232.20;71.32
231.26;69.60
231.22;69.53
230.20;67.86
229.18;66.19
228.16;64.52
228.11;64.44
227.00;62.82
225.90;61.21
224.80;59.59
224.75;59.51
223.57;57.95
222.39;56.39
221.21;54.82
221.15;54.75
219.89;53.24
218.63;51.74
217.38;50.24
217.31;50.16
215.98;48.72
214.66;47.28
213.33;45.84
213.26;45.76
211.86;44.39
210.46;43.02
209.06;41.65
208.98;41.57
207.52;40.27
206.06;38.97
204.59;37.67
204.51;37.59
202.98;36.36
201.46;35.13
199.93;33.91
199.84;33.83
198.26;32.68
196.67;31.53
195.09;30.38
194.99;30.30
193.35;29.23
191.71;28.16
190.07;27.08
189.97;27.01
188.28;26.02
186.59;25.03
184.90;24.04
184.78;23.97
183.05;23.07
181.31;22.16
179.58;21.25
179.45;21.19
177.68;20.37
175.90;19.54
174.12;18.72
173.99;18.66
172.18;17.93
170.36;17.20
168.54;16.47
168.41;16.41
166.56;15.77
164.71;15.13
162.86;14.48
162.71;14.43
160.83;13.88
158.96;13.33
157.08;12.78
156.93;12.74
155.02;12.28
153.12;11.82
151.21;11.36
151.06;11.33
149.13;10.96
147.21;10.60
145.29;10.23
145.12;10.20
143.18;9.93
141.24;9.67
139.31;9.39
139.14;9.37
137.19;9.20
135.24;9.02
133.29;8.85
133.11;8.84
131.15;8.76
129.20;8.68
127.24;8.60
127.06;8.60
125.10;8.61
123.15;8.63
121.19;8.65
121.01;8.65
119.05;8.77
117.10;8.88
115.14;8.99
114.95;9.01
113.01;9.22
111.06;9.43
109.11;9.64
108.92;9.66
106.99;9.96
105.05;10.27
103.12;10.57
102.92;10.61
101.01;11.01
99.09;11.41
97.17;11.81
96.98;11.85
95.08;12.34
93.19;12.83
91.29;13.33
91.09;13.38
89.22;13.97
87.36;14.55
85.49;15.14
85.29;15.20
83.45;15.88
81.61;16.56
79.77;17.23
79.57;17.31
77.77;18.07
75.97;18.84
74.17;19.61
73.96;19.69
72.20;20.55
70.44;21.40
68.68;22.25
68.48;22.35
66.76;23.29
65.04;24.23
63.32;25.17
63.12;25.28
61.45;26.30
59.78;27.33
58.11;28.35
57.91;28.47
56.30;29.57
54.68;30.68
53.06;31.78
52.86;31.91
51.30;33.10
49.74;34.28
48.18;35.46
47.99;35.60
46.48;36.86
44.98;38.12
43.48;39.37
43.29;39.53
41.85;40.86
40.42;42.19
38.98;43.52
38.79;43.69
37.42;45.09
36.05;46.48
34.68;47.88
34.50;48.07
33.20;49.53
31.90;50.99
30.60;52.45
30.42;52.65
29.20;54.18
27.97;55.70
26.74;57.23
26.58;57.43
25.42;59.02
24.27;60.60
23.12;62.18
22.97;62.40
21.89;64.04
20.82;65.68
19.75;67.32
19.60;67.55
18.61;69.24
17.62;70.92
16.63;72.61
16.49;72.85
15.58;74.59
14.67;76.32
13.77;78.06
13.64;78.31
12.81;80.09
12.00;81.87
11.17;83.64
11.05;83.91
10.32;85.72
9.59;87.54
8.86;89.36
8.75;89.62
8.11;91.47
7.47;93.32
6.83;95.17
6.73;95.46
6.18;97.33
5.63;99.21
5.08;101.09
4.99;101.38
4.53;103.28
4.08;105.19
3.62;107.09
3.55;107.39
3.18;109.31
2.82;111.24
2.72;111.78
2.72;113.74
2.72;115.70
2.72;117.65
2.72;119.61
2.72;121.57
2.72;123.53
2.72;125.49
2.72;127.44
2.72;129.40
2.72;131.36
2.72;133.32
2.72;135.28
2.72;137.23
2.72;139.19
2.72;141.15
2.72;143.11
2.72;145.07
2.72;147.02
2.72;148.98
2.72;150.94
2.72;152.90
2.72;154.86
2.72;155.98
2.83;156.67
3.23;158.59
3.63;160.50
4.03;162.42
4.10;162.76
4.60;164.65
5.09;166.55
5.58;168.44
5.67;168.78
6.26;170.65
6.85;172.52
7.43;174.39
7.54;174.72
8.22;176.56
8.90;178.40
9.58;180.23
9.70;180.57
10.47;182.37
11.23;184.17
12.00;185.98
12.14;186.31
13.00;188.07
13.85;189.83
14.71;191.60
14.87;191.93
15.81;193.65
16.75;195.36
17.69;197.08
17.87;197.41
18.89;199.08
19.91;200.75
20.93;202.42
21.13;202.74
22.24;204.36
23.34;205.97
24.45;207.59
24.66;207.90
25.84;209.47
27.02;211.03
28.21;212.59
28.44;212.90
29.70;214.40
30.95;215.90
32.21;217.40
32.46;217.70
33.79;219.14
35.12;220.58
36.45;222.01
36.72;222.30
38.11;223.67
39.51;225.05
40.91;226.42
41.20;226.70
42.66;228.00
44.12;229.30
45.59;230.60
45.89;230.87
47.42;232.09
48.94;233.32
50.47;234.55
50.79;234.80
52.37;235.96
53.95;237.11
55.54;238.26
55.87;238.50
57.51;239.57
59.15;240.64
60.79;241.71
61.14;241.94
62.83;242.93
64.52;243.92
66.21;244.91
66.57;245.13
68.31;246.03
70.05;246.94
71.78;247.84
72.16;248.04
73.94;248.86
75.72;249.68
77.50;250.50
77.89;250.68
79.70;251.41
81.52;252.14
83.34;252.87
83.74;253.03
85.59;253.68
87.44;254.32
89.29;254.96
89.71;255.10
91.59;255.65
93.47;256.20
95.35;256.75
95.77;256.88
97.45;257.28
